NtsbNo,WeatherCondition,TimeOfDay,Investigation.Type,Event.Date,Air.carrier,Organizational Climate,Personnel Conditions,Supervisory Conditions,Operator Conditions,Unsafe Conditions,Fin_Quarter,Operating Expense per RTM,Operating Revenues_QoQ_pct,"Employment, Total Weighted Avg CY_QoQ_pct",merged_air_crash_data_weather.sky_cond_nonceil
NYC95IA192,VMC,Evening,Incident,8/14/1995,TOWER AIR,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,3,0.69,0,0,
MIA95LA196,VMC,Evening,Accident,8/5/1995,AMERICAN TRANS AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,0.67,0,0,
MIA95IA194,VMC,Morning,Incident,8/5/1995,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,3,1.61,0,0,
CHI95LA271,VMC,Evening,Accident,8/4/1995,NORTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,0.88,0,0,
SEA95FA170,VMC,Afternoon,Accident,8/3/1995,HORIZON AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,2.88,0,0,
NYC95IA178,VMC,Morning,Incident,7/25/1995,BUSINESS EXPRESS AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Decision Errors,3,4.37,0,0,
LAX95IA246,VMC,Morning,Incident,7/4/1995,NORTHWEST AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,3,0.88,0,0,
CHI95LA170,VMC,Morning,Accident,6/3/1995,NORTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,0.91,14.12683484,2.333469,
MIA95LA135,VMC,Afternoon,Accident,5/24/1995,DELTA AIRLINES,Safety Climate,,,Mental Limitations,Skill-based Errors,2,1.14,13.08694078,2.966844276,
MIA95IA134,VMC,Afternoon,Incident,5/19/1995,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.15,11.85903518,0.966422122,
MIA95LA133,VMC,Afternoon,Accident,5/19/1995,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.15,11.85903518,0.966422122,
CHI95IA342,VMC,Afternoon,Incident,4/28/1995,NORTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,0.91,14.12683484,2.333469,
FTW95LA176,IMC,Evening,Accident,4/19/1995,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.15,11.85903518,0.966422122,
FTW95LA167,VMC,Afternoon,Accident,4/11/1995,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.07,7.096792121,-0.71739279,
CHI95IA119,VMC,Evening,Incident,4/7/1995,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.06,11.53069427,1.197681412,
CHI95IA116,VMC,Afternoon,Incident,4/3/1995,MESABA AVIATION,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,2.62,6.701371699,4.916553902,
LAX95IA128,IMC,Evening,Incident,3/4/1995,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,3.59,5.816883561,2.24516129,
MIA95IA077,VMC,Evening,Incident,2/18/1995,EXECUTIVE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,4.75,24.76396668,3.798513625,
CHI95IA079,IMC,Evening,Incident,1/27/1995,UNITED AIRLINES,Safety Climate,Personal Readiness,Planned Inappropriate Operations,Adverse Physiological State,Skill-based Errors,1,1.13,1.852802224,1.214821338,
LAX95IA086,VMC,Evening,Incident,1/23/1995,AMERICA WEST AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,1,1.01,4.075947989,-1.993931513,
MIA95LA055,IMC,Morning,Accident,1/6/1995,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.41,0.534362221,-0.922531876,
NYC95IA043,VMC,Afternoon,Incident,12/18/1994,TWA,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,4,1.12,-15.28769046,0.836062748,
FTW95IA064,VMC,Morning,Incident,12/12/1994,ATLANTIC SOUTHEAST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,3.43,-1.976767207,2.050548402,
FTW95IA053,VMC,Afternoon,Incident,11/26/1994,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Routine Violations,4,1.21,-3.059709365,-2.045798377,
CHI95LA031,VMC,Afternoon,Accident,11/6/1994,NORTHWEST AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Decision Errors,4,0.98,-13.94907777,0.312797498,
FTW94IA321,VMC,Evening,Incident,9/28/1994,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.81,0,0,
LAX94LA357,VMC,Morning,Accident,9/8/1994,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.68,8.366949702,3.152088258,
LAX94IA331,VMC,Morning,Incident,8/19/1994,ALASKA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.06,0,0,
LAX94LA333,VMC,Morning,Accident,8/19/1994,AMERICA WEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,0.94,0,0,
FTW94IA227,VMC,Afternoon,Incident,7/8/1994,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.09,0,0,
FTW94LA229,IMC,Afternoon,Accident,7/7/1994,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1,0,0,
NYC94LA111,VMC,Afternoon,Accident,6/29/1994,TWA,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Decision Errors,2,1.1,23.43668362,3.431413877,
ATL94IA097,VMC,Morning,Incident,5/5/1994,NORTHWEST AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,2,0.91,14.12683484,2.333469,
ATL94IA088,VMC,Afternoon,Incident,5/1/1994,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.65,14.5998971,-0.221289584,
LAX94IA206,VMC,Evening,Incident,4/26/1994,ALOHA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,2.84,-3.630754358,0.533049041,
CHI94IA134,VMC,Morning,Incident,4/17/1994,UNITED AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,2,1.06,11.53069427,1.197681412,
LAX94LA141,VMC,Morning,Accident,2/12/1994,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.13,1.852802224,1.214821338,
CHI94IA081,VMC,Evening,Incident,2/9/1994,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,1,1.21,3.142719776,-0.48088736,
FTW94IA077,VMC,Evening,Incident,1/31/1994,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.14,-5.385249844,1.016863368,
MIA94IA043,VMC,Morning,Incident,1/1/1994,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.13,1.852802224,1.214821338,
FTW94IA046,IMC,Morning,Incident,12/8/1993,AMERICA WEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.06,-2.943538065,-2.276818808,
NYC94IA035,VMC,Evening,Incident,12/6/1993,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.21,-3.059709365,-2.045798377,
CHI94FA039,VMC,Afternoon,Accident,11/15/1993,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Routine Violations,4,1.21,-3.059709365,-2.045798377,
MIA94LA010,VMC,Evening,Accident,10/22/1993,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.09,-11.1784709,0.390051097,
LAX94IA018,VMC,Morning,Incident,10/19/1993,AMERICAN AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.33,-5.92015775,0.853848117,
ANC93IA188,VMC,Morning,Incident,9/25/1993,NORTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,0.88,0,0,
CHI93IA372,VMC,Morning,Incident,9/21/1993,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.61,0,0,
BFO93IA175,VMC,Morning,Incident,9/13/1993,NORTH AMERICAN AIRLINES,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.66,0,0,
BFO93LA155,VMC,Evening,Accident,9/3/1993,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.1,0,0,
CHI93IA352,VMC,Afternoon,Incident,9/2/1993,TWA,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,3,1.05,0,0,
DEN93LA098,VMC,Morning,Accident,8/2/1993,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Perceptual Errors,3,0.99,0,0,
CHI93IA312,VMC,Evening,Incident,7/20/1993,AIR WISCONSIN AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,3,2.12,0,0,
MIA93LA157,IMC,Evening,Accident,7/16/1993,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,0.99,0,0,
LAX93IA245,VMC,Morning,Incident,6/8/1993,UNITED AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.06,11.53069427,1.197681412,
CHI93LA327,VMC,Morning,Accident,5/7/1993,AIR WISCONSIN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,2.31,-3.581933299,-6.340819022,
MIA93LA110,IMC,Evening,Accident,4/26/1993,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.14,13.08694078,2.966844276,
DEN93FA047,VMC,Evening,Accident,4/26/1993,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.15,11.85903518,0.966422122,
CHI93IA140,IMC,Morning,Incident,4/11/1993,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.06,11.53069427,1.197681412,
CHI93FA129,VMC,Evening,Accident,4/4/1993,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,3.16,6.781676576,-0.050479556,
CHI93IA124,VMC,Afternoon,Incident,3/31/1993,TRANS STATES AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,1,3.88,16.17060057,7.006854532,
NYC93IA065,VMC,Evening,Incident,3/22/1993,FED EX,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.93,1.051944723,0.802769342,
FTW93FA100,VMC,Afternoon,Accident,3/9/1993,CONTINENTAL AIRLINES,Structure,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.21,3.142719776,-0.48088736,
BFO93LA048,VMC,Evening,Accident,3/5/1993,TWA,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.2,-2.416963994,1.384733738,
MIA93FA073,IMC,Afternoon,Accident,2/23/1993,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.41,0.534362221,-0.922531876,
DEN93IA027,VMC,Evening,Incident,2/13/1993,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.13,1.852802224,1.214821338,
BFO93IA026,IMC,Afternoon,Incident,2/13/1993,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.21,3.142719776,-0.48088736,
NYC93IA064,VMC,Evening,Incident,2/11/1993,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Physiological State,Skill-based Errors,1,1.21,3.142719776,-0.48088736,
CHI93IA078,VMC,Morning,Incident,1/26/1993,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,1,1.85,0.84017295,-1.268206931,
FTW93IA064,VMC,Morning,Incident,1/10/1993,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.14,-5.385249844,1.016863368,
CHI93IA069,VMC,Morning,Incident,1/9/1993,AIR WISCONSIN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,2.67,5.924044577,5.28511822,
DEN93IA025,VMC,Evening,Incident,1/8/1993,UNITED AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Adverse Physiological State,Skill-based Errors,1,1.13,1.852802224,1.214821338,
MIA93LA045,IMC,Afternoon,Accident,1/5/1993,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.14,-5.385249844,1.016863368,
NYC93LA040,VMC,Morning,Accident,12/8/1992,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.69,-1.014742892,-1.284148941,
ATL93LA024,VMC,Evening,Accident,11/13/1992,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.17,-7.588956752,-0.710491946,
DEN93IA005,VMC,Evening,Incident,10/12/1992,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.21,-3.059709365,-2.045798377,
NYC93IA017,VMC,Morning,Incident,10/12/1992,U.S. AIRWAYS,Culture,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,4,1.69,-1.014742892,-1.284148941,
LAX92IA397,VMC,Morning,Incident,9/23/1992,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,0.99,0,0,
FTW92IA208,VMC,Evening,Incident,8/14/1992,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.1,0,0,
LAX92LA336,VMC,Morning,Accident,8/6/1992,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,0.99,0,0,
FTW92LA200,IMC,Afternoon,Accident,8/3/1992,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Supervisory Violations,Mental Limitations,Routine Violations,3,1,0,0,
FTW92IA184,VMC,Afternoon,Incident,7/15/1992,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,3,1.09,0,0,
CHI92LA206,IMC,Evening,Accident,7/2/1992,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,0.99,0,0,
ATL92IA113,VMC,Morning,Incident,6/2/1992,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.14,13.08694078,2.966844276,
FTW92LA142,IMC,Evening,Accident,5/14/1992,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.08,17.82883747,5.446101198,
LAX92IA209,VMC,Afternoon,Incident,5/13/1992,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.06,11.53069427,1.197681412,
DEN92IA050,VMC,Afternoon,Incident,5/4/1992,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Physiological State,Skill-based Errors,2,1.06,11.53069427,1.197681412,
NYC92IA086,VMC,Afternoon,Incident,4/23/1992,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.14,13.08694078,2.966844276,
ATL92IA080,VMC,Afternoon,Incident,4/15/1992,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.65,14.5998971,-0.221289584,
NYC92LA076,VMC,Evening,Accident,4/8/1992,TWA,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.1,23.43668362,3.431413877,
LAX92LA147,VMC,Afternoon,Accident,3/21/1992,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.13,1.852802224,1.214821338,
BFO92IA046,VMC,Evening,Incident,3/19/1992,UNITED PARCEL SERVICE,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,0.52,-5.624057237,-5.750057964,
CHI92IA101,VMC,Afternoon,Incident,3/3/1992,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.13,1.852802224,1.214821338,
MIA92IA081,VMC,Evening,Incident,2/9/1992,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.85,0.84017295,-1.268206931,
BFO92FA020,VMC,Morning,Accident,1/18/1992,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.85,0.84017295,-1.268206931,
BFO92IA017,VMC,Afternoon,Incident,1/12/1992,U.S. AIRWAYS,Culture,Personal Readiness,Planned Inappropriate Operations,Adverse Physiological State,Skill-based Errors,1,1.85,0.84017295,-1.268206931,
CHI92IA068,VMC,Afternoon,Incident,1/8/1992,AIR WISCONSIN AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,1,2.67,5.924044577,5.28511822,
FTW92IA055,VMC,Afternoon,Incident,1/7/1992,DELTA AIRLINES,Structure,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,1,1.41,0.534362221,-0.922531876,
DEN92IA025,VMC,Afternoon,Incident,1/3/1992,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.13,1.852802224,1.214821338,
ATL92IA030,VMC,Evening,Incident,12/18/1991,DELTA AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,4,1.17,-7.588956752,-0.710491946,
MIA92IA046,VMC,Afternoon,Incident,12/13/1991,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.33,-5.92015775,0.853848117,
NYC92IA042,VMC,Afternoon,Incident,12/7/1991,DELTA AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.17,-7.588956752,-0.710491946,
